name,role,component,layer,dtype,shape,params
model.language_model.layers.7.self_attn.k_norm.weight,model.language_model.layers.N.self_attn.k_norm.weight,language model,7.0,BF16,"(256,)",256
model.language_model.layers.7.self_attn.k_proj.weight,model.language_model.layers.N.self_attn.k_proj.weight,language model,7.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.7.self_attn.o_proj.weight,model.language_model.layers.N.self_attn.o_proj.weight,language model,7.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.7.self_attn.q_norm.weight,model.language_model.layers.N.self_attn.q_norm.weight,language model,7.0,BF16,"(256,)",256
model.language_model.layers.7.self_attn.q_proj.weight,model.language_model.layers.N.self_attn.q_proj.weight,language model,7.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.7.self_attn.v_proj.weight,model.language_model.layers.N.self_attn.v_proj.weight,language model,7.0,BF16,"(1024, 4096)",4194304
model.language_model.layers.8.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,8.0,BF16,"(4096,)",4096
model.language_model.layers.8.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,8.0,F32,"(32,)",32
model.language_model.layers.8.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,8.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.8.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,8.0,BF16,"(32,)",32
model.language_model.layers.8.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,8.0,BF16,"(32, 4096)",131072
model.language_model.layers.8.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,8.0,BF16,"(32, 4096)",131072
model.language_model.layers.8.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,8.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.8.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,8.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.8.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,8.0,F32,"(128,)",128
model.language_model.layers.8.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,8.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.8.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,8.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.8.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,8.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.8.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,8.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.8.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,8.0,BF16,"(4096,)",4096
model.language_model.layers.9.input_layernorm.weight,model.language_model.layers.N.input_layernorm.weight,language model,9.0,BF16,"(4096,)",4096
model.language_model.layers.9.linear_attn.A_log,model.language_model.layers.N.linear_attn.A_log,language model,9.0,F32,"(32,)",32
model.language_model.layers.9.linear_attn.conv1d.weight,model.language_model.layers.N.linear_attn.conv1d.weight,language model,9.0,BF16,"(8192, 1, 4)",32768
model.language_model.layers.9.linear_attn.dt_bias,model.language_model.layers.N.linear_attn.dt_bias,language model,9.0,BF16,"(32,)",32
model.language_model.layers.9.linear_attn.in_proj_a.weight,model.language_model.layers.N.linear_attn.in_proj_a.weight,language model,9.0,BF16,"(32, 4096)",131072
model.language_model.layers.9.linear_attn.in_proj_b.weight,model.language_model.layers.N.linear_attn.in_proj_b.weight,language model,9.0,BF16,"(32, 4096)",131072
model.language_model.layers.9.linear_attn.in_proj_qkv.weight,model.language_model.layers.N.linear_attn.in_proj_qkv.weight,language model,9.0,BF16,"(8192, 4096)",33554432
model.language_model.layers.9.linear_attn.in_proj_z.weight,model.language_model.layers.N.linear_attn.in_proj_z.weight,language model,9.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.9.linear_attn.norm.weight,model.language_model.layers.N.linear_attn.norm.weight,language model,9.0,F32,"(128,)",128
model.language_model.layers.9.linear_attn.out_proj.weight,model.language_model.layers.N.linear_attn.out_proj.weight,language model,9.0,BF16,"(4096, 4096)",16777216
model.language_model.layers.9.mlp.down_proj.weight,model.language_model.layers.N.mlp.down_proj.weight,language model,9.0,BF16,"(4096, 12288)",50331648
model.language_model.layers.9.mlp.gate_proj.weight,model.language_model.layers.N.mlp.gate_proj.weight,language model,9.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.9.mlp.up_proj.weight,model.language_model.layers.N.mlp.up_proj.weight,language model,9.0,BF16,"(12288, 4096)",50331648
model.language_model.layers.9.post_attention_layernorm.weight,model.language_model.layers.N.post_attention_layernorm.weight,language model,9.0,BF16,"(4096,)",4096
model.language_model.norm.weight,model.language_model.norm.weight,language model,,BF16,"(4096,)",4096
model.visual.blocks.0.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.0.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.0.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.0.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.0.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.0.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.0.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.0.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.0.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.0.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.0.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.0.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.1.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.1.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.1.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.1.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.1.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.1.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.1.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.10.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.10.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.10.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.10.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.10.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.10.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.10.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.11.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.11.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.11.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.11.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.11.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.11.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.11.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.12.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.12.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.12.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.12.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.12.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.12.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.12.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.13.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.13.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.13.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.13.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.13.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.13.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.13.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.14.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.14.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.14.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.14.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.14.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.14.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.14.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.15.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.15.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.15.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.15.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.15.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.15.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.15.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.16.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.16.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.16.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.16.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.16.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.16.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.16.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.17.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.17.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.17.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.17.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.17.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.17.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.17.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.18.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.18.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.18.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.18.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.18.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.18.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.18.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.19.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.19.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.19.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.19.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.19.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.19.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.19.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.2.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.2.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.2.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.2.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.2.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.2.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.2.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.20.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.20.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.20.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.20.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.20.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.20.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.20.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.21.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.21.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.21.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.21.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
model.visual.blocks.21.mlp.linear_fc2.bias,model.visual.blocks.N.mlp.linear_fc2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.mlp.linear_fc2.weight,model.visual.blocks.N.mlp.linear_fc2.weight,vision,,BF16,"(1152, 4304)",4958208
model.visual.blocks.21.norm1.bias,model.visual.blocks.N.norm1.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.norm1.weight,model.visual.blocks.N.norm1.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.norm2.bias,model.visual.blocks.N.norm2.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.21.norm2.weight,model.visual.blocks.N.norm2.weight,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.attn.proj.bias,model.visual.blocks.N.attn.proj.bias,vision,,BF16,"(1152,)",1152
model.visual.blocks.22.attn.proj.weight,model.visual.blocks.N.attn.proj.weight,vision,,BF16,"(1152, 1152)",1327104
model.visual.blocks.22.attn.qkv.bias,model.visual.blocks.N.attn.qkv.bias,vision,,BF16,"(3456,)",3456
model.visual.blocks.22.attn.qkv.weight,model.visual.blocks.N.attn.qkv.weight,vision,,BF16,"(3456, 1152)",3981312
model.visual.blocks.22.mlp.linear_fc1.bias,model.visual.blocks.N.mlp.linear_fc1.bias,vision,,BF16,"(4304,)",4304
model.visual.blocks.22.mlp.linear_fc1.weight,model.visual.blocks.N.mlp.linear_fc1.weight,vision,,BF16,"(4304, 1152)",4958208
